ANP,ecstasy,joy,serenity,admiration,trust,acceptance,terror,fear,apprehension,amazement,surprise,distraction,grief,sadness,pensiveness,loathing,disgust,boredom,rage,anger,annoyance,vigilance,anticipation,interest
小_女人,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0565250012787,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183
原_味,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
甜_家,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
好_太郎,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
光明_分子,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
美丽_生活,0.0389901413918,0.0389901413918,0.103226747988,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918,0.0389901413918
低_卡,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
古_床,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
真正_人,0.0405405405405,0.0540540540541,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0540540540541,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405,0.0405405405405
芳香_植物,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.0591974864475,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111,0.040904457111
传统_服饰,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
古_文化,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
神秘_道路,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
大_廣場,0.0358298434734,0.0358298434734,0.175913600111,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734,0.0358298434734
渺小_人,0.0410206521183,0.0410206521183,0.0565250012787,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183
重_道,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
黑暗_人,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.063206987589,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0552172748468,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347,0.0400716244347
迷人_笑容,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.0547945205479,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411,0.041095890411
小_作品,0.0410206521183,0.0410206521183,0.0565250012787,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183
和平_抗議,0.0371364799769,0.0371364799769,0.145860960532,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769,0.0371364799769
老_茶,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
原_天,0.0389251845548,0.0389251845548,0.10472075524,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548,0.0389251845548
超級_月亮,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
自然_风景,0.0372178938115,0.0496238584153,0.131582477732,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115,0.0372178938115
好_風景,0.0323490052601,0.0323490052601,0.193631240837,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0445757799856,0.0824638687156,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601,0.0323490052601
自然_紋理,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
老_虾,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
大_石雕,0.0410206521183,0.0410206521183,0.0565250012787,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183
