ANP,ecstasy,joy,serenity,admiration,trust,acceptance,terror,fear,apprehension,amazement,surprise,distraction,grief,sadness,pensiveness,loathing,disgust,boredom,rage,anger,annoyance,vigilance,anticipation,interest
dernier_soleil,0.0742821970632,0.101925054256,0.116334830424,0.027189171174,0.0374657119284,0.0374657119284,0.027189171174,0.0374657119284,0.027189171174,0.027189171174,0.0675172291993,0.027189171174,0.027189171174,0.0417223944831,0.0520093751272,0.027189171174,0.027189171174,0.0428868464704,0.027189171174,0.027189171174,0.027189171174,0.0374657119284,0.027189171174,0.027189171174
reportage_spécial,0.058081377601,0.0480297449192,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0887535692061,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0360223086894,0.0654344005715,0.0360223086894,0.0360223086894,0.0360223086894,0.0552770426032,0.0360223086894,0.0360223086894
montagne_longue,0.0932373880391,0.0896467619448,0.100233803219,0.0304542804713,0.0304542804713,0.0304542804713,0.0304542804713,0.0561928451864,0.0304542804713,0.0304542804713,0.0304542804713,0.0304542804713,0.045681420707,0.0304542804713,0.0428871884111,0.0304542804713,0.0304542804713,0.0304542804713,0.0428871884111,0.0304542804713,0.0304542804713,0.0304542804713,0.0304542804713,0.0419649165405
heureux_noel,0.10469651321,0.206544348755,0.0390930736265,0.0201988135994,0.0201988135994,0.0201988135994,0.0201988135994,0.10555437987,0.0201988135994,0.0201988135994,0.0403976271989,0.0388992812214,0.0201988135994,0.027833247537,0.0284449447208,0.0201988135994,0.0201988135994,0.0201988135994,0.0201988135994,0.0201988135994,0.0201988135994,0.0201988135994,0.0201988135994,0.10555437987
fou_rire,0.185061745499,0.232678935554,0.21081601281,0.00751610624457,0.00751610624457,0.00751610624457,0.016038569652,0.0103569273804,0.00751610624457,0.00751610624457,0.0157495881141,0.167714239279,0.014546779857,0.0150322124891,0.0150322124891,0.00751610624457,0.00751610624457,0.0105845437699,0.0161949581717,0.00751610624457,0.00751610624457,0.00751610624457,0.00751610624457,0.00751610624457
virage_partiel,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0565250012787,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183,0.0410206521183
sculpture_super,0.0532537857298,0.0685330469883,0.125282429689,0.0379153047585,0.0275154443392,0.0275154443392,0.0275154443392,0.0275154443392,0.0275154443392,0.0275154443392,0.0275154443392,0.0795147464356,0.0275154443392,0.0275154443392,0.0275154443392,0.0275154443392,0.0275154443392,0.0592875427314,0.0275154443392,0.0275154443392,0.0275154443392,0.0379153047585,0.0275154443392,0.0980507294812
large_structure,0.157262649591,0.032307262107,0.0240735956373,0.0379523169605,0.0455021466173,0.0294288083981,0.0177854791725,0.0177854791725,0.0312300376978,0.0177854791725,0.029034003865,0.0748259101923,0.0177854791725,0.0177854791725,0.0280539303604,0.0177854791725,0.0177854791725,0.0407464340523,0.030361712102,0.0177854791725,0.0177854791725,0.10066330401,0.0177854791725,0.160703096684
ville_sale,0.0973047649011,0.138917231961,0.0439023981509,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.0446941696961,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.045676422942,0.045676422942,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337,0.0324349216337
vieux_amants,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0641790205988,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696
