ANP,ecstasy,joy,serenity,admiration,trust,acceptance,terror,fear,apprehension,amazement,surprise,distraction,grief,sadness,pensiveness,loathing,disgust,boredom,rage,anger,annoyance,vigilance,anticipation,interest
opuszczony_hotel,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.124821425288,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788,0.0380512423788
złota_godzina,0.0411497040583,0.053556806658,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583
kraków_główny,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
stary_targ,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0518669541571,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062,0.0412231759062
tatry_wysokie,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.053556806658,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583,0.0411497040583
krzywy_komin,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
super_transport,0.119807047321,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.0656998519826,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668,0.037022413668
aktywny_wypoczynek,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
wielka_góra,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.146822243289,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744,0.0370946850744
związki_zawodowe,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
kamienna_góra,0.0641790205988,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696,0.0406878686696
super_drink,0.0756389176457,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0825680459728,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0475844011017,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228,0.0378194588228
wrocław_główny,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0532102911548,0.0399077183661,0.0399077183661,0.0525276469918,0.0561999761654,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661,0.0399077183661
samotne_drzewo,0.0411247998506,0.0411247998506,0.0541296034353,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506,0.0411247998506
tajna_siedziba,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
cerkiew_greckokatolicka,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
duża_scena,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0533538484862,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0548668584452,0.0405354224122,0.0405354224122
młoda_mama,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0533538484862,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0405354224122,0.0548668584452,0.0405354224122,0.0405354224122
stary_cmentarz,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667,0.0416666666667
