doğal_ürünler,-0.026
tarihi_şehir,0.035
tarihi_kapı,0.035
yerli_filmler,0.002
tarihi_mekanlar,0.035
eski_eminönü,0.021
eski_sokak,0.046
uzun_yol,-0.042
özel_konser,0.006
dev_bayrak,0.179
büyük_camii,0.115
güzel_manzara,0.477
altın_Çağ,0.123
para_kasası,0.039
perili_köşk,0.036
mutlu_son,0.324
eski_kitap,0.021
ilk_fotoğraf,0.003
ilginç_hediyeler,0.070
pet_şişe,0.042
değişik_oyunlar,0.009
Özel_konser,0.006
kuru_yaprak,-0.057
son_yaprak,0.001
ilginc_hediyeler,0.070
modern_yapılar,0.018
iyi_insan,0.353
ilginç_tasarımlar,0.070
eski_tuğla,0.324
antik_tarih,-0.004
değişik_kurabiye,0.009
kuru_yapraklar,-0.057
farklı_hediyeler,0.009
iç_mimari,0.014
satılık_yazlık,0.002
biraz_huzur,-0.031
tarihi_yapılar,0.035
dünya_bankası,-0.070
taş_bina,0.008
farklı_ürünler,0.009
sıcak_kalpler,0.010
son_tatil,-0.068
eski_kartpostal,0.021
genç_adam,0.001
güzel_mekan,0.238
güzel_fikir,0.503
kılıç_dövmesi,-0.281
sosyal_devlet,0.125
genç_kız,0.022
son_yolculuk,-0.034
lezzetli_pasta,0.781
satılık_emlak,0.002
genç_dergi,0.024
satılık_konut,0.002
komik_oyunlar,0.078
akıllı_saat,0.056
güzel_İnsan,0.504
eski_tren,0.021
altın_koza,0.123
değişik_hediye,-0.031
genç_kızlar,0.009
antik_kitap,-0.004
özel_gün,0.022
eski_hayat,-0.020
özel_hediyeler,0.006
eski_para,0.021
otomatik_kapı,-0.044
doğal_park,-0.026
son_gün,0.007
sanat_ana,0.034
sağlıklı_diyet,0.428
renkli_sokak,0.008
Çifte_minare,-0.027
küçük_kız,-0.111
modern_centre,0.038
büyük_doğu,0.040
yalan_makinesi,-0.125
iç_mekan,0.056
büyük_mecidiye,0.115
son_dizisi,-0.034
gotik_mimari,-0.041
guzel_istanbul,0.238
eski_evler,0.021
kutsal_kitap,0.125
tek_Çocuk,0.066
süper_kupa,0.094
ulu_park,0.115
sanat_müzesi,0.034
